Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data,,,,
"Hawaiian Telcom, Inc.",HAWAII,7560.066913,FTTH,20,3,Inf,66.98,0,0,66.98,0,Yes,,,,
"Hawaiian Telcom, Inc.",HAWAII,148903.8539,FTTH,1000,300,Inf,101.98,0,0,101.98,0,Yes,,,,
"Hawaiian Telcom, Inc.",HAWAII,29780.77079,DSL,7,1,Inf,56.98,0,0,56.98,0,Yes,,,,
"Hawaiian Telcom, Inc.",HAWAII,74451.92697,FTTH,500,300,Inf,81.98,0,0,81.98,0,Yes,,,,
"Hawaiian Telcom, Inc.",HAWAII,14890.38539,DSL,11,1,Inf,56.98,0,0,56.98,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,300,30,100,80,0,0,80,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,300,30,900,80,0,0,80,0,Yes,,,,
"Skybeam, Inc.",IDAHO,16746.3308,Fixed wireless,5,1,Inf,49.95,4.47,6.43,60.85,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,100,10,300,55,0,0,55,0,Yes,,,,
"Skybeam, Inc.",IDAHO,16746.3308,Fixed wireless,5,1,250,39.95,3.57,6.43,49.95,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,200,20,600,65,0,0,65,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,100,10,300,55,0,0,55,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,1000,50,1200,125,0,0,125,0,Yes,,,,
NewMax LLC,IDAHO,16746.3308,Fixed wireless,25,3,Inf,74,0,0,74,50,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,1000,50,1200,125,0,0,125,0,Yes,,,,
"Skybeam, Inc.",IDAHO,16746.3308,Fixed wireless,25,4,250,44.95,4.02,6.43,55.4,0,Yes,,,,
"Skybeam, Inc.",IDAHO,8373.165402,Fixed wireless,50,5,250,54.95,4.92,6.43,66.3,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,200,20,600,65,0,0,65,0,Yes,,,,
"Skybeam, Inc.",IDAHO,8373.165402,Fixed wireless,25,4,Inf,54.95,4.92,6.43,66.3,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,15,1,100,30,0,0,30,0,Yes,,,,
"Cable One, Inc.",IDAHO,148903.8539,Cable,15,1,100,30,0,0,30,0,Yes,,,,
"Skybeam, Inc.",IDAHO,16746.3308,Fixed wireless,50,5,Inf,64.95,5.81,6.43,77.19,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
Highland Communication Services,ILLINOIS,148903.8539,FTTH,100,100,Inf,50.95,0,20,70.95,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,100,10,1000,79.99,15,0,94.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"Metro Fibernet, LLC",ILLINOIS,148903.8539,FTTH,100,100,Inf,49.95,0,9.95,59.9,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,16746.3308,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,2069694.267,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,1000,50,6000,139.99,15,0,154.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,5582.110268,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,500,30,4000,119.99,15,0,134.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
Highland Communication Services,ILLINOIS,74451.92697,FTTH,1000,1000,Inf,94.95,0,20,114.95,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,200,20,2000,99.99,15,0,114.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,250,15,Inf,131.99,0,6.16,138.15,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"Skybeam, Inc.",ILLINOIS,8373.165402,Fixed wireless,5,1,Inf,49.95,3.26,6.43,59.64,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,60,5,200,49.99,15,0,64.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"Skybeam, Inc.",ILLINOIS,8373.165402,Fixed wireless,15,3,Inf,49.95,3.26,6.43,59.64,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,500,15,Inf,139.99,0,6.16,146.15,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"Metro Fibernet, LLC",ILLINOIS,148903.8539,FTTH,1000,1000,Inf,89.95,0,9.95,99.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"Skybeam, Inc.",ILLINOIS,16746.3308,Fixed wireless,25,4,250,44.95,2.93,6.43,54.31,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"Skybeam, Inc.",ILLINOIS,8373.165402,Fixed wireless,15,3,250,39.95,2.6,6.43,48.98,0,Yes,,,,
"Wisper ISP, INC",ILLINOIS,16746.3308,Fixed wireless,5,1,Inf,44.99,0,0,44.99,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,5582.110268,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,1000,15,Inf,149.99,0,4.96,154.95,0,Yes,,,,
"Skybeam, Inc.",ILLINOIS,8373.165402,Fixed wireless,5,1,250,39.95,2.6,6.43,48.98,0,Yes,,,,
"Wisper ISP, INC",ILLINOIS,16746.3308,Fixed wireless,25,4,Inf,99.99,0,0,99.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"Skybeam, Inc.",ILLINOIS,16746.3308,Fixed wireless,25,4,Inf,54.95,3.26,6.43,64.64,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,5582.110268,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Highland Communication Services,ILLINOIS,74451.92697,FTTH,80,80,Inf,94.95,0,20,114.95,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,250,15,Inf,131.99,0,6.16,138.15,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,60480.5353,Cable,500,15,Inf,139.99,0,6.16,146.15,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,50,10,Inf,101.99,0,6.16,108.15,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,50,10,Inf,101.99,0,6.16,108.15,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,2069694.267,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,60,5,60,29.99,15,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,6209082.8,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,364138.9,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
"Wisper ISP, INC",ILLINOIS,16746.3308,Fixed wireless,15,3,Inf,84.99,0,0,84.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"Royell Communications, Inc.",ILLINOIS,16746.3308,Fixed wireless,6,1,Inf,46.95,0,0,46.95,0,Yes,,,,
"Metro Fibernet, LLC",ILLINOIS,148903.8539,FTTH,200,200,Inf,59.95,0,9.95,69.9,0,Yes,,,,
"Metro Fibernet, LLC",ILLINOIS,148903.8539,FTTH,500,500,Inf,69.95,0,9.95,79.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"Wisper ISP, INC",ILLINOIS,16746.3308,Fixed wireless,10,2,Inf,59.99,0,0,59.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
Mediacom Illinois LLC,ILLINOIS,148903.8539,Cable,60,5,400,69.99,15,0,84.99,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,60480.5353,Cable,1000,15,Inf,149.99,0,4.96,154.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,1000,15,Inf,149.99,0,4.96,154.95,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,2069694.267,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,60480.5353,Cable,250,15,Inf,131.99,0,6.16,138.15,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Highland Communication Services,ILLINOIS,148903.8539,FTTH,60,60,Inf,39.95,0,20,59.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,1092416.7,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
Highland Communication Services,ILLINOIS,148903.8539,FTTH,20,20,Inf,24.95,0,20,44.95,0,Yes,,,,
"Royell Communications, Inc.",ILLINOIS,16746.3308,Fixed wireless,10,1,Inf,54.95,0,0,54.95,0,Yes,,,,
Frontier Communications Corporation,ILLINOIS,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
Highland Communication Services,ILLINOIS,148903.8539,FTTH,200,200,Inf,64.95,0,20,84.95,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,148903.8539,Cable,500,15,Inf,139.99,0,6.16,146.15,0,Yes,,,,
Highland Communication Services,ILLINOIS,148903.8539,FTTH,40,40,Inf,29.95,0,20,49.95,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,364138.9,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
"Royell Communications, Inc.",ILLINOIS,16746.3308,Fixed wireless,15,2,Inf,69.95,0,0,69.95,0,Yes,,,,
"RCN Telecom Services of Illinois, LLC",ILLINOIS,60480.5353,Cable,50,10,Inf,101.99,0,6.16,108.15,0,Yes,,,,
"Royell Communications, Inc.",ILLINOIS,16746.3308,Fixed wireless,3,1,Inf,37.95,0,0,37.95,0,Yes,,,,
Illinois Bell Telephone Company,ILLINOIS,364138.9,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,200,20,2000,99.99,15,0,114.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"WideOpenWest Cleveland, LLC",INDIANA,544193.2,Cable,50,5,Inf,39.99,0,0,39.99,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,1000,50,6000,139.99,15,0,154.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,500,30,4000,119.99,15,0,134.99,0,Yes,,,,
"Metro Fibernet, LLC",INDIANA,148903.8539,FTTH,200,200,Inf,59.95,0,9.95,69.9,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,60,5,200,49.99,15,0,64.99,0,Yes,,,,
"Metro Fibernet, LLC",INDIANA,148903.8539,FTTH,500,500,Inf,69.95,0,9.95,79.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,600,15,1229,103,0,0,103,0,Yes,,,,
Frontier Communications Corporation,INDIANA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
"Metro Fibernet, LLC",INDIANA,148903.8539,FTTH,1000,1000,Inf,89.95,0,9.95,99.9,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,100,10,1000,79.99,15,0,94.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
"Metro Fibernet, LLC",INDIANA,148903.8539,FTTH,100,100,Inf,49.95,0,9.95,59.9,0,Yes,,,,
"WideOpenWest Cleveland, LLC",INDIANA,544193.2,Cable,500,50,Inf,59.99,0,0,59.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"WideOpenWest Cleveland, LLC",INDIANA,544193.2,Cable,100,10,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"Metro Fibernet, LLC",INDIANA,60480.5353,FTTH,200,200,Inf,59.95,0,9.95,69.9,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"WideOpenWest Cleveland, LLC",INDIANA,544193.2,Cable,200,10,Inf,49.99,0,0,49.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
"WideOpenWest Cleveland, LLC",INDIANA,544193.2,Cable,1000,50,Inf,79.99,0,0,79.99,0,Yes,,,,
"Telecommunications Management, LLC d/b/a NewWave Communications",INDIANA,148903.8539,Cable,200,20,600,65,0,0,65,0,Yes,,,,
"Telecommunications Management, LLC d/b/a NewWave Communications",INDIANA,148903.8539,Cable,300,30,900,80,0,0,80,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
"Metro Fibernet, LLC",INDIANA,60480.5353,FTTH,500,500,Inf,69.95,0,9.95,79.9,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,60,5,400,69.99,15,0,84.99,0,Yes,,,,
"Charter Communications, Inc.",INDIANA,6587012.2,Cable,400,20,Inf,89.99,0,0,89.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,200,5,1229,83,0,0,83,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
Indiana Bell Telephone Company,INDIANA,136552.0875,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
Indiana Bell Telephone Company,INDIANA,136552.0875,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
Indiana Bell Telephone Company,INDIANA,136552.0875,DSL,25,5,1000,69.99,0,0,69.99,0,Yes,,,,
Indiana Bell Telephone Company,INDIANA,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Surf Air Wireless,INDIANA,16746.3308,Fixed wireless,25,3,Inf,104.95,0,0,104.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,1000,35,1229,113,0,0,113,0,Yes,,,,
"Charter Communications, Inc.",INDIANA,6587012.2,Cable,940,35,Inf,129.99,0,0,129.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,100,5,1229,73,0,0,73,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Indiana Bell Telephone Company,INDIANA,136552.0875,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
"Telecommunications Management, LLC d/b/a NewWave Communications",INDIANA,148903.8539,Cable,100,10,300,55,0,0,55,0,Yes,,,,
"Telecommunications Management, LLC d/b/a NewWave Communications",INDIANA,148903.8539,Cable,1000,50,1200,125,0,0,125,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,25,2,1229,53,0,0,53,0,Yes,,,,
Surf Air Wireless,INDIANA,16746.3308,Fixed wireless,10,1,150,64.95,0,0,64.95,0,Yes,,,,
Surf Air Wireless,INDIANA,16746.3308,Fixed wireless,15,2,Inf,84.95,0,0,84.95,0,Yes,,,,
Mediacom Indiana LLC,INDIANA,60480.5353,Cable,60,5,60,29.99,15,0,44.99,0,Yes,,,,
Frontier Communications Corporation,INDIANA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Surf Air Wireless,INDIANA,16746.3308,Fixed wireless,5,1,100,54.95,0,0,54.95,0,Yes,,,,
Frontier Communications Corporation,INDIANA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",INDIANA,355953.4414,Cable,300,10,1229,93,0,0,93,0,Yes,,,,
